,bollinger_n,sharpe_n,percent_return,spy_percent_return,cagr,volatility,sharpe_ratio,spy_cagr,excess_cagr,jensens_alpha,dollar_max_drawdown,percent_max_drawdown,log_max_drawdown_ratio,number_of_trades,days_traded,avg_trades_per_day,average_trade_length,average_active_trades,winning_trade_quant,losing_trade_quant,positive_trade_ratio,average_winning_trade_return,average_losing_trade_return,average_percent_return,final_cash,final_equity
32,20,60,2.1568748564652345,1.840024706609018,0.1219857022622921,0.18096379242462607,0.6747881689330985,0.11016653428843459,0.011819167973857514,5.655767289693218e-05,5434.230664661936,0.24216499943929504,0.872292974377352,1276,2516,0.5071542130365659,9.24921630094044,4.807331975560081,559,717,43.808777429467085,0.04903458874645814,-0.02791448312746397,0.005795964503823226,31568.748564652346,31568.748564652346
33,20,70,3.9069394745319395,1.840024706609018,0.17264426860225712,0.18036107814446242,0.9574416329808637,0.11016653428843459,0.06247773431382253,0.00024014907750611578,10264.808746969458,0.2213028888263615,1.340517296303462,1198,2516,0.47615262321144675,9.859766277128548,4.831083844580777,561,637,46.828046744574294,0.04987561997244293,-0.02870805849026278,0.008091143193859009,49069.39474531939,49069.39474531939
34,20,80,5.33422654537223,1.840024706609018,0.2030072712474955,0.18137114232667872,1.119488066604037,0.11016653428843459,0.09284073695906092,0.0003413664488064324,9734.476090127762,0.2002672157265779,1.6224900872644472,1184,2516,0.47058823529411764,9.919763513513514,4.823408624229979,550,634,46.4527027027027,0.051663075950210566,-0.02753490175896474,0.00925469937283122,63342.2654537223,63342.2654537223
35,20,90,2.890213113767524,1.840024706609018,0.14569789635409314,0.17927190538429344,0.8134655167323511,0.11016653428843459,0.035531362065658545,0.0001565354386535962,10890.515303304452,0.25666902570673855,1.061850064362293,1108,2516,0.44038155802861684,10.544223826714802,4.819719471947194,504,604,45.48736462093863,0.052504284673053764,-0.02947671417716981,0.00781428168971889,38902.13113767524,38902.13113767524
36,25,10,1.513253963969217,1.840024706609018,0.09666253967569571,0.17787618265317334,0.5443365492320505,0.11016653428843459,-0.013503994612738879,-2.576379033514129e-05,13137.702031552675,0.39663392555266563,0.416347135707527,1554,2516,0.6176470588235294,7.638996138996139,4.7655560016057805,559,995,35.97168597168597,0.05348405701152905,-0.02315047095753588,0.004416260789380013,25132.53963969217,25132.53963969217
37,25,20,1.8653131211604888,1.840024706609018,0.11115233551342807,0.17705556631399896,0.6291120125973158,0.11016653428843459,0.0009858012249934767,2.5848367573270026e-05,8478.045984644901,0.2932263681323375,0.7056327904599797,1666,2516,0.6621621621621622,7.176470588235294,4.799678843837816,605,1061,36.31452581032413,0.050948034288744504,-0.021822190698113274,0.004603971436970135,28653.131211604887,28653.131211604887
38,25,30,2.1496474299284483,1.840024706609018,0.1217282499345167,0.17943336289365208,0.6796171818687853,0.11016653428843459,0.011561715646082105,5.990618571883032e-05,8600.124323039614,0.29506546737377204,0.797640177561556,1664,2516,0.6613672496025437,7.130408653846154,4.7920032310177705,641,1023,38.52163461538461,0.04748119847827624,-0.021969893186310326,0.004783802581117548,31496.474299284484,31496.474299284484
39,25,40,1.9106700844971338,1.840024706609018,0.11290100398658653,0.18085907498559045,0.6251918998390438,0.11016653428843459,0.0027344696981519423,1.3798030111130256e-05,8317.162607487386,0.31712244137153645,0.6869436188362634,1455,2516,0.5782988871224165,8.20274914089347,4.845716605765327,594,861,40.824742268041234,0.04803782958769209,-0.024330899118493704,0.005213447858464621,29106.70084497134,29106.70084497134
40,25,50,1.9932054234147714,1.840024706609018,0.11602105026102594,0.17752047397004955,0.6540325930527434,0.11016653428843459,0.005854515972591345,4.003275194416526e-05,6807.691796923071,0.25059066434604815,0.80787492593881,1335,2516,0.53060413354531,8.877153558052434,4.809659090909091,579,756,43.37078651685393,0.047910314770464736,-0.02660897096864389,0.0057106293631492885,29932.054234147712,29932.054234147712
41,25,60,3.0570926121090105,1.840024706609018,0.15052621513575315,0.17814132869257163,0.8462177183898036,0.11016653428843459,0.04035968084731856,0.00016599164361200033,8724.937069608677,0.2513566823239377,1.1109739914258405,1282,2516,0.5095389507154213,9.148205928237129,4.783034257748777,573,709,44.695787831513265,0.049539594587369194,-0.02723173729430139,0.00708181431895699,40570.92612109011,40570.92612109011
42,25,70,3.8706559489634733,1.840024706609018,0.1717732052652703,0.1796986186894117,0.9566143274675144,0.11016653428843459,0.0616066709768357,0.00023882706875648818,8912.078316094892,0.24473300640432283,1.3025446614580378,1184,2516,0.47058823529411764,9.91891891891892,4.81311475409836,518,666,43.75,0.05333538226255107,-0.027255161750975018,0.008003201254942641,48706.55948963473,48706.55948963473
43,25,80,3.4270379026634785,1.840024706609018,0.16062260659734884,0.18010396540051127,0.8929890943006522,0.11016653428843459,0.050456072308914246,0.0001985515231886962,10077.194496323122,0.21919019333486922,1.240307031220988,1149,2516,0.4566772655007949,10.209747606614448,4.817659137577002,517,632,44.99564838990426,0.05215133465521779,-0.027939098261032552,0.0080981113279156,44270.379026634786,44270.379026634786
